,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Report.Status,Event.Year
79903,Accident,2017-05-15,Fatal,Destroyed,Airplane,LEARJET,Positioning,2.0,0.0,0.0,0.0,"The pilot-in-command's (PIC) attempt to salvage an unstabilized visual approach, which resulted in an aerodynamic stall at low altitude. Contributing to the accident was the PIC's decision to allow an unapproved second-in-command to act as pilot flying, the PIC's inadequate and incomplete preflight planning, and the flight crew's lack of an approach briefing. Also contributing to the accident were Trans-Pacific Jets' lack of safety programs that would have enabled the company to identify and correct patterns of poor performance and procedural noncompliance and the Federal Aviation Administration's ineffective Safety Assurance System procedures, which failed to identify these company oversight deficiencies.",2017
79904,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,WEAVER STANLEY R/ROBINSON SCOT,Personal,0.0,2.0,0.0,0.0,"The pilots failure to maintain directional control while landing in crosswind conditions.
",2017
79905,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,PIPER,Other Work Use,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control during the landing roll.
",2017
79906,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,AERONCA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control during the landing roll in gusting wind conditions.",2017
79907,Accident,2017-05-15,Non-Fatal,Substantial,Airplane,EVOLUTION AIR LLC,Personal,0.0,3.0,0.0,2.0,"A failure in the windshield, frame, or windshield-to-frame bond, which resulted in a rapid decompression during cruise flight.  ",2017
79908,Accident,2017-05-15,Fatal,Destroyed,Airplane,MITSUBISHI,Personal,4.0,0.0,0.0,0.0,"The pilot's intentional flight into an area of known icing and convective thunderstorm activity, which resulted in a loss of control of the airplane.",2017
79910,Accident,2017-05-17,Non-Fatal,Substantial,Airplane,STINSON,Personal,0.0,1.0,0.0,0.0,A total loss of engine power due to the No. 4 cylinders exhaust valve getting stuck and the subsequent fracturing of the valve face stem.,2017
79912,Accident,2017-05-17,Non-Fatal,Substantial,Airplane,CESSNA,Skydiving,0.0,0.0,0.0,3.0,"The pilots failure to maintain directional control during the takeoff roll with gusting wind conditions.
",2017
79915,Accident,2017-05-18,Non-Fatal,Substantial,Airplane,CGS,Personal,0.0,1.0,0.0,0.0,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during takeoff, which resulted in an aerodynamic stall. 
",2017
79916,Accident,2017-05-18,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during landing in crosswind conditions, which resulted in an aerodynamic stall.  
",2017
79918,Accident,2017-05-19,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"Loss of engine power for reasons that could not be determined based on the available information.",2017
79920,Accident,2017-05-20,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots unstabilized approach during the landing flare and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall.
",2017
79922,Accident,2017-05-20,Non-Fatal,Substantial,Glider,SCHWEIZER,Instructional,0.0,0.0,0.0,2.0,"The student pilots failure to maintain an adequate glidepath and the flight instructors delayed remedial action, which resulted in the glider landing short of the runway in trees.
",2017
79925,Accident,2017-05-20,Non-Fatal,Substantial,Airplane,MAULE,Personal,0.0,2.0,0.0,0.0,"The pilots' initiation of an uncoordinated right turn with the fuel selector positioned to the right main fuel tank, which had a low quantity of fuel in it and resulted in a total loss of engine power due to the unporting of the fuel and subsequent fuel starvation.",2017
79926,Accident,2017-05-20,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,3.0,"The flight instructors failure to attain an adequate climb rate during takeoff, which resulted in impact with trees.",2017
79928,Accident,2017-05-20,Non-Fatal,Substantial,Airplane,EXTRA FLUGZEUGBAU,Personal,0.0,0.0,0.0,1.0,"The pilots failure to follow checklists to ensure the canopy was secured before takeoff.
",2017
79929,Accident,2017-05-21,Non-Fatal,Substantial,Weight-Shift,AIRTIME AIRCRAFT INC,Instructional,0.0,2.0,0.0,0.0,The flight instructor's failure to maintain directional control during takeoff in gusting crosswind conditions.,2017
79930,Accident,2017-05-21,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,1.0,0.0,1.0,"A partial loss of engine power due to the formation of carburetor icing, which resulted from the student pilots failure to apply carburetor heat and the flight instructors delayed response in applying carburetor heat while operating in conditions conducive to carburetor icing.  
",2017
79931,Accident,2017-05-21,Non-Fatal,Substantial,Airplane,FAIRCHILD,Personal,0.0,2.0,0.0,0.0,"The pilots selection of an unsuitable landing area, which resulted in the airplane impacting wheat stalks and a subsequent nose-over.
",2017
79932,Accident,2017-05-21,Non-Fatal,Substantial,Airplane,PIPER,Instructional,0.0,0.0,0.0,2.0,"The flight instructors and pilots mismanagement of the available fuel, which resulted in exhaustion of the fuel in the selected fuel tank and a subsequent total loss of engine power.",2017
79933,Accident,2017-05-21,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"An engine crankcase overpressurization and the subsequent loss of engine oil for reasons that could not be determined, which resulted in the failure of the No. 6 cylinder connecting rod due to a lack of lubrication. 
 
",2017
79935,Accident,2017-05-21,Non-Fatal,Substantial,Airplane,THOMAS E HUDZINSKI,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain a proper airspeed and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall.
",2017
79941,Accident,2017-05-23,Non-Fatal,Substantial,Airplane,MAULE,Personal,0.0,0.0,0.0,1.0,"The pilots delayed application of rudder and failure to maintain directional control during takeoff.
",2017
79943,Accident,2017-05-24,Non-Fatal,Substantial,Airplane,DEHAVILLAND,Skydiving,0.0,0.0,0.0,2.0,"The prospective pilots improper landing flare and the pilots delayed remedial action to initiate a go-around, which resulted in a runway excursion.
",2017
79944,Accident,2017-05-24,Fatal,Substantial,Airplane,PIPER,Personal,1.0,0.0,1.0,0.0,"The pilot's failure to maintain control of the airplane while flying at a low altitude, which resulted in the airplane exceeding the critical angle of attack and a subsequent aerodynamic stall.",2017
79953,Accident,2017-05-26,Fatal,Substantial,Glider,SCHLEICHER,Personal,1.0,0.0,0.0,0.0,"The pilot's failure to maintain glider control while attempting to conduct an off-airport landing, which resulted in an aerodynamic stall and impact with terrain.",2017
79954,Accident,2017-05-26,Fatal,Substantial,Airplane,AEROTEK,Personal,2.0,0.0,0.0,0.0,The pilot's failure to maintain airplane control following a partial loss of engine power during a low-level aerobatic maneuver; the reason for the loss of engine power could not be determined during postaccident examination of the engine. Contributing to the accident was the pilot's exceedance of the airplane's published maximum gross weight and center of gravity limits for the acrobatic category.,2017
79956,Accident,2017-05-26,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,Aerial Application,0.0,0.0,1.0,0.0,"The pilot's failure to visually check the fuel quantity during the preflight inspection and ensure that sufficient fuel was onboard for the flight, which resulted in a total loss of engine power due to fuel exhaustion.",2017
79957,Accident,2017-05-26,Non-Fatal,Substantial,Airplane,JOHNSON,Personal,0.0,1.0,0.0,0.0,"A total loss of engine power for reasons that could not be determined based on the available evidence. ",2017
79958,Accident,2017-05-26,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,Personal,0.0,1.0,0.0,0.0,"The pilot's failure to maintain a proper approach path, which resulted in the airplanes hard landing and nose over after the water landing.",2017
79959,Accident,2017-05-26,Non-Fatal,Substantial,Airplane,AMSTUTZ CURTIS J,Flight Test,0.0,0.0,0.0,1.0,"A failure of the wiring between the engine control unit and the fuel injector, which resulted in a total loss of engine power.",2017
79960,Accident,2017-05-26,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,3.0,"The pilot's improper approach to landing and his failure to perform a go-around, which resulted in a runway overrun.",2017
79961,Accident,2017-05-27,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,3.0,0.0,0.0,"The flight instructor's delayed remedial action, which resulted in an exceedance of the airplane's critical angle of attack and an aerodynamic stall and loss of control. Contributing to the accident was the student pilot's failure to maintain runway alignment on approach.",2017
79962,Accident,2017-05-27,Fatal,Substantial,Airplane,PIPER,Personal,2.0,0.0,1.0,0.0,"The pilot's decision to turn toward the inoperative engine after conducting a low-level pass, which resulted in an aerodynamic stall at too low an altitude to recover. Contributing to the accident was the pilot's decision to perform the flight and the engine shut down demonstration with an inadequate airplane charging system and a known weak battery.",2017
79963,Accident,2017-05-27,Fatal,Substantial,Airplane,ARCTIC AIRCRAFT CO INC,Personal,2.0,0.0,0.0,0.0,"The pilot's failure to maintain adequate airspeed while maneuvering in high winds, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilot's improper decision to load the airplane beyond its allowable gross weight and center of gravity limits.",2017
79964,Accident,2017-05-27,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain directional control during the landing roll. 
",2017
79965,Accident,2017-05-27,Non-Fatal,Substantial,Gyrocraft,ROBERT HAMBLIN,Personal,0.0,2.0,0.0,0.0,"The pilots failure to maintain clearance from terrain.
",2017
79966,Accident,2017-05-27,Non-Fatal,Substantial,Airplane,AVIONS MUDRY CIE,Personal,0.0,0.0,0.0,1.0,"The partial separation of one counterweight and the subsequent seizure of the engine due to mechanical interference. Contributing to the partial separation of the counterweight was the overstress fracture of a retaining ring and the fatigue fracture of the counterweight washer for reasons that could not be determined based on the available evidence. ",2017
79967,Accident,2017-05-27,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilot's improper glidepath in variable wind conditions, which resulted in the airplane impacting terrain short of the runway threshold.",2017
79968,Accident,2017-05-27,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,1.0,0.0,"The pilot's failure to maintain a proper approach speed, which resulted in in a hard landing and a runway excursion. Contributing to the accident was the pilot's decision to fly the airplane without an instructor onboard.",2017
79970,Accident,2017-05-28,Non-Fatal,Substantial,Airplane,PIPER,Aerial Application,0.0,0.0,1.0,0.0,"Foam contamination in the fuel injector nozzles from deteriorated foam baffles and water in the fuel flow divider, the combination of which resulted in the loss of engine power.",2017
79971,Accident,2017-05-28,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to attain a proper touchdown point during landing, which resulted in a runway excursion. Contributing to the accident was the pilots impaired vision due to his broken eyeglasses.",2017
79972,Accident,2017-05-28,Non-Fatal,Substantial,Airplane,JESS LLC,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain directional control during the landing roll.
",2017
79975,Accident,2017-05-29,Non-Fatal,Substantial,Airplane,ERNEST T CHRISTLEY,Personal,0.0,0.0,0.0,1.0,"The pilots selection of a threaded metal rod of insufficient strength to connect the fuel tank selector handle to the fuel valve, which resulted in his inability to switch fuel tanks and a subsequent total loss of engine power due to fuel starvation.",2017
79976,Accident,2017-05-30,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,1.0,"The student pilot's incorrect landing flare, which resulted in the airplane porpoising upon touchdown.",2017
79977,Accident,2017-05-30,Non-Fatal,Substantial,Airplane,MAULE,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional during the landing.,2017
79979,Accident,2017-05-30,Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,Personal,0.0,0.0,0.0,2.0,"The pilots failure to maintain directional control during the landing roll due to the high placement of his feet on the rudder pedals, which led to the inadvertent application of the brakes. 
",2017
79980,Accident,2017-05-30,Non-Fatal,Substantial,Airplane,TAPPEN CHRIS,Personal,0.0,0.0,0.0,1.0,"The airplane builder's failure to install safety wires on the brake disc attachment bolts, and the mechanics failure to identify the omission during the condition inspection. The subsequent brake disc separation resulted in a loss of directional control during the landing roll.",2017
79982,Accident,2017-05-31,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain directional control during the landing roll in gusting crosswind conditions.
",2017
79984,Accident,2017-06-01,Non-Fatal,Substantial,Airplane,KENNETH B HINES,Flight Test,0.0,0.0,0.0,1.0,A partial loss of engine power due to a compromised induction system.,2017
